ID,elevation,aspect,slope,hor_hydro,ver_hydro,hor_road,hillsd_9am,hillsd_noon,hillsd_3pm,hor_fire,cover_type,soil,wild,twild
1416,3123,49,10,201,45,4981,224,218,127,2416,2,29,1,w1
1417,3183,260,21,474,117,5906,166,246,216,2219,2,30,1,w1
1418,2992,73,11,210,5,2673,233,220,118,1507,2,29,1,w1
1419,3217,20,12,655,142,4243,212,215,139,3384,1,29,1,w1
1420,3194,77,9,234,46,5642,232,224,125,2242,2,29,1,w1
1421,3009,45,6,30,2,2974,222,227,141,1572,2,29,1,w1
1422,3101,101,6,234,26,4552,230,232,135,3077,1,29,1,w1
1423,3110,48,6,150,20,4624,223,226,139,2679,2,29,1,w1
1424,3052,11,5,30,2,4264,215,230,152,2382,2,29,1,w1
1425,3231,10,12,616,54,4074,207,216,145,3561,1,23,1,w1
1426,3193,210,15,553,117,5965,207,253,178,2284,2,30,1,w1
1427,3069,51,3,228,30,3996,221,232,147,2151,2,29,1,w1
1428,3021,32,8,42,1,3069,219,224,141,1530,1,23,1,w1
1429,3259,350,16,351,59,3650,190,212,159,4053,1,40,1,w1
1430,3255,34,10,576,70,3948,219,218,134,3692,1,38,1,w1
1431,3017,48,7,108,6,2893,223,224,136,1426,2,23,1,w1
1432,3124,344,7,85,10,4720,206,229,162,2698,2,29,1,w1
1433,3049,39,6,240,26,3284,221,226,141,1590,2,29,1,w1
1434,2739,17,19,175,64,175,201,198,129,2672,2,24,1,w1
1435,3034,39,6,60,11,3108,221,226,141,1466,1,29,1,w1
1436,2998,9,13,216,9,2512,205,213,144,1269,1,29,1,w1
1437,3070,255,8,30,4,5449,202,246,182,2563,2,23,1,w1
1438,3087,262,13,120,21,5526,187,246,198,2533,2,22,1,w1
1439,3166,129,10,306,27,5173,236,234,128,2585,2,29,1,w1
1440,2968,102,12,180,14,1924,240,224,111,1310,2,29,1,w1
1441,3081,127,7,120,6,4465,232,236,136,3192,1,22,1,w1
1442,3079,258,13,90,13,5485,189,247,196,2571,2,22,1,w1
1443,3086,262,14,120,18,5511,184,246,201,2561,2,22,1,w1
1444,3048,56,7,150,3,3204,225,225,134,1465,1,29,1,w1
1445,3002,36,8,60,5,2313,220,222,138,1201,1,29,1,w1
1446,3089,43,9,218,25,5187,222,221,134,2724,1,22,1,w1
1447,3070,51,6,85,7,5315,223,226,138,2663,1,22,1,w1
1448,3128,31,4,0,0,4878,219,230,148,2764,2,29,1,w1
1449,3050,54,7,134,5,3208,224,225,136,1440,1,29,1,w1
1450,3161,240,9,458,77,5877,203,248,182,2516,2,30,1,w1
1451,2843,1,16,150,8,1142,195,208,149,1722,2,30,1,w1
1452,3090,35,15,180,26,5207,217,206,121,2754,1,22,1,w1
1453,2869,358,23,170,24,1194,179,192,146,1660,2,30,1,w1
1454,3233,55,19,457,73,5427,228,197,94,2679,2,29,1,w1
1455,3156,82,8,228,4,5158,232,225,126,2763,2,29,1,w1
1456,3111,276,23,240,38,4701,152,237,222,3088,1,22,1,w1
1457,3097,250,12,120,21,5529,194,248,192,2700,2,22,1,w1
1458,3136,249,8,323,52,5742,203,246,182,2649,2,30,1,w1
1459,3145,48,6,30,6,4953,223,227,140,2774,2,23,1,w1
1460,3044,64,7,295,36,2642,227,226,133,1048,1,29,1,w1
1461,2851,311,15,180,77,732,179,229,189,2095,2,30,1,w1
1462,3092,9,5,90,18,4560,215,230,153,3195,1,22,1,w1
1463,3069,45,1,150,7,3295,219,235,153,1338,2,23,1,w1
1464,2803,35,13,361,113,366,218,210,125,2541,2,24,1,w1
1465,3145,282,12,295,42,4745,186,241,194,3092,1,30,1,w1
1466,3146,269,12,362,51,5769,190,244,194,2698,2,30,1,w1
1467,3266,279,8,725,158,6122,199,241,182,2670,2,29,1,w1
1468,3263,26,9,666,72,5794,216,220,140,2694,2,29,1,w1
1469,3253,22,4,604,76,5675,217,230,150,2713,2,29,1,w1
1470,2856,77,3,210,74,745,224,233,145,2093,2,30,1,w1
1471,3097,305,8,150,1,4602,198,236,177,3196,1,22,1,w1
1472,3127,274,23,228,24,4678,151,238,223,3149,1,22,1,w1
1473,3138,34,15,351,69,4400,216,205,120,2215,2,29,1,w1
1474,2975,137,18,234,59,2087,245,230,107,997,2,29,1,w1
1475,3092,288,12,0,0,4460,187,239,192,3303,1,22,1,w1
1476,3117,235,8,175,33,5581,207,247,177,2789,2,22,1,w1
1477,3173,252,11,319,51,4775,196,248,190,3127,1,30,1,w1
1478,3167,39,20,450,102,4916,217,192,103,3074,1,30,1,w1
1479,3118,47,10,218,46,5153,224,217,127,2971,1,30,1,w1
1480,3120,22,11,190,11,4030,213,217,139,1825,2,29,1,w1
1481,3138,244,10,283,37,5706,200,248,186,2847,2,22,1,w1
1482,3055,113,7,247,2,2839,233,233,132,899,2,29,1,w1
1483,2872,68,25,60,31,1074,236,182,62,1758,1,30,1,w1
1484,3050,0,0,270,2,2733,218,237,156,825,2,23,1,w1
1485,2977,99,17,170,42,2195,246,215,92,836,2,30,1,w1
1486,2905,308,16,175,36,1571,176,229,193,1260,2,29,1,w1
1487,3183,274,14,390,75,5818,182,243,200,2890,2,29,1,w1
1488,3219,275,17,503,111,5929,173,242,207,2882,2,29,1,w1
1489,3078,27,4,0,0,3376,218,230,149,1195,2,23,1,w1
1490,2965,107,18,127,30,2178,248,216,89,819,2,30,1,w1
1491,2944,35,13,90,18,1381,218,211,126,1441,2,29,1,w1
1492,3092,319,5,0,0,5395,206,235,168,2991,2,23,1,w1
1493,2905,350,17,108,9,1811,187,209,159,1040,1,29,1,w1
1494,2914,305,13,150,72,977,184,233,189,1911,2,12,1,w1
1495,2868,56,16,573,180,576,229,205,105,2420,2,24,1,w1
1496,2816,58,19,497,128,510,230,197,93,2486,2,24,1,w1
1497,3175,84,2,60,0,5214,222,235,149,2867,2,23,1,w1
1498,3163,82,8,516,29,4419,232,225,126,2087,2,29,1,w1
1499,3119,11,5,134,7,3842,215,230,152,1517,1,29,1,w1
1500,3192,90,6,180,1,5460,230,230,134,3089,2,29,1,w1
1501,3065,106,9,234,19,3102,235,229,125,849,2,23,1,w1
1502,3050,248,3,90,2,2763,214,241,165,646,2,23,1,w1
1503,3144,77,5,319,10,4264,227,230,138,1888,2,29,1,w1
1504,2711,60,14,108,38,124,230,210,109,2039,5,29,1,w1
1505,3151,58,17,350,67,5020,230,203,100,3254,1,30,1,w1
1506,2972,329,19,85,18,2201,171,214,181,661,2,29,1,w1
1507,2978,19,17,212,48,2017,205,202,129,811,1,29,1,w1
1508,2938,5,12,470,110,912,205,217,149,2103,2,12,1,w1
1509,3192,274,24,212,53,4642,147,238,225,3451,1,29,1,w1
1510,3118,66,10,201,32,3567,230,220,122,1155,1,29,1,w1
1511,2953,77,18,285,29,1731,240,203,86,1100,1,30,1,w1
1512,3126,63,9,162,26,5232,228,222,127,3267,1,22,1,w1
1513,3183,90,9,537,7,4613,233,227,125,2177,2,29,1,w1
1514,3027,137,12,0,0,2711,238,235,125,466,2,30,1,w1
1515,2919,293,10,256,47,1126,191,238,187,1855,2,29,1,w1
1516,3217,212,9,510,26,5995,213,249,172,3217,2,29,1,w1
1517,3191,153,4,0,0,5496,225,240,150,3059,2,23,1,w1
1518,3167,88,7,470,31,4534,231,229,131,2083,2,29,1,w1
1519,3135,135,2,85,1,4129,223,238,151,1674,2,23,1,w1
1520,2980,300,15,108,20,2337,177,233,196,511,1,29,1,w1
1521,2981,311,5,339,35,1956,207,236,168,872,2,30,1,w1
1522,2980,101,8,255,39,1856,233,230,129,981,2,30,1,w1
1523,3028,95,8,60,11,2804,234,228,126,402,1,30,1,w1
1524,2850,78,25,543,77,591,243,186,59,2312,5,24,1,w1
1525,3073,82,13,170,25,3282,238,216,107,765,2,29,1,w1
1526,2993,73,16,376,44,2064,237,209,99,765,2,30,1,w1
1527,3192,291,16,150,38,4539,173,236,202,3422,1,29,1,w1
1528,3262,290,11,360,108,4719,189,239,190,3309,1,29,1,w1
1529,3181,282,24,60,28,4432,147,233,222,3408,1,29,1,w1
1530,3045,90,1,0,0,3154,220,237,153,564,2,19,1,w1
1531,2946,330,14,95,33,1584,185,222,176,1401,2,29,1,w1
1532,2957,33,19,150,52,1513,213,194,110,1489,2,29,1,w1
1533,2796,52,25,335,116,350,223,178,75,1950,5,29,1,w1
1534,3220,69,22,474,118,4909,237,190,73,3140,1,30,1,w1
1535,3161,69,18,309,55,5077,236,203,92,3087,2,22,1,w1
1536,3150,247,9,162,30,5702,201,247,184,2975,2,22,1,w1
1537,3168,148,12,335,32,4687,236,239,131,2138,1,29,1,w1
1538,3079,119,18,153,30,3396,248,222,95,771,1,29,1,w1
1539,2962,111,10,67,16,1936,237,229,122,977,1,29,1,w1
1540,2894,75,21,360,33,713,240,195,75,2305,2,29,1,w1
1541,2849,39,13,433,78,497,220,210,122,2079,2,29,1,w1
1542,3208,73,18,300,68,4067,238,203,91,3511,1,22,1,w1
1543,3049,106,4,0,0,3274,227,234,142,618,2,19,1,w1
1544,2984,331,11,216,12,2513,194,226,172,309,1,29,1,w1
1545,3019,283,13,342,55,2363,185,240,195,474,2,29,1,w1
1546,3027,286,12,366,66,2338,187,239,192,503,2,30,1,w1
1547,2942,8,12,60,7,1803,206,216,147,1180,1,29,1,w1
1548,3261,77,15,481,82,4803,238,211,100,3115,1,29,1,w1
1549,3185,229,5,450,60,5971,212,245,170,2912,2,22,1,w1
1550,3130,158,5,175,8,4112,226,241,149,1505,1,22,1,w1
1551,2981,299,9,134,26,1592,196,237,181,1475,2,29,1,w1
1552,3266,104,6,450,87,4765,230,233,136,3097,1,29,1,w1
1553,2789,52,27,295,124,313,222,170,66,1822,5,29,1,w1
1554,3228,258,12,180,49,4502,192,247,193,3180,1,29,1,w1
1555,2879,42,14,300,48,607,222,209,119,2098,2,29,1,w1
1556,2856,28,18,408,71,466,210,199,119,1954,2,29,1,w1
1557,3149,240,14,201,32,5716,192,251,195,2823,2,22,1,w1
1558,2972,30,22,67,25,1809,208,188,107,1260,1,29,1,w1
1559,3183,9,18,67,4,4245,196,200,137,3216,1,22,1,w1
1560,3195,45,3,277,17,5523,220,233,150,2876,2,23,1,w1
1561,3132,135,4,30,2,4418,227,238,145,1770,1,19,1,w1
1562,3109,138,7,30,0,4085,231,238,140,1410,1,23,1,w1
1563,2933,65,5,175,5,886,225,230,140,2336,2,23,1,w1
1564,3204,297,9,569,64,5963,195,237,182,2754,1,22,1,w1
1565,3199,52,3,350,20,5646,221,233,149,2816,2,23,1,w1
1566,2999,110,21,150,29,2297,250,212,79,693,1,29,1,w1
1567,3202,297,10,532,62,6000,193,237,184,2720,2,22,1,w1
1568,3198,45,2,351,20,5598,219,235,152,2802,2,29,1,w1
1569,3058,24,6,295,10,3149,217,226,146,342,1,22,1,w1
1570,3000,60,7,430,27,2896,225,226,135,95,1,29,1,w1
1571,2986,317,9,162,38,1998,196,232,176,1146,2,29,1,w1
1572,2988,56,15,90,23,1867,229,206,106,1325,2,29,1,w1
1573,3203,18,6,418,25,5645,216,227,149,2736,2,29,1,w1
1574,3035,333,2,366,41,2706,214,236,160,283,1,29,1,w1
1575,2966,303,19,42,11,2132,165,228,202,1001,2,29,1,w1
1576,2865,80,11,391,62,457,234,221,118,1842,2,29,1,w1
1577,3117,58,4,134,2,4365,223,230,143,1660,1,22,1,w1
1578,3241,28,18,228,62,4155,210,199,119,3079,1,29,1,w1
1579,2990,82,7,134,1,1639,230,228,132,1634,1,29,1,w1
1580,3016,342,7,404,8,2905,206,230,162,247,1,22,1,w1
1581,3235,18,6,309,56,4365,216,227,149,2902,1,22,1,w1
1582,3236,0,1,382,57,4480,217,236,156,2845,1,22,1,w1
1583,3116,73,6,210,1,4348,227,229,136,1613,1,19,1,w1
1584,3067,323,5,212,10,3447,208,235,166,631,1,22,1,w1
1585,3015,112,9,127,22,2594,237,230,124,551,1,29,1,w1
1586,3089,45,3,85,0,3958,220,232,149,1179,1,22,1,w1
1587,3165,266,10,175,30,5718,194,245,189,2460,2,22,1,w1
1588,3214,222,7,551,56,5958,211,247,172,2501,1,22,1,w1
1589,3090,58,3,85,0,3999,222,233,147,1216,1,22,1,w1
1590,2894,95,13,351,33,547,240,221,110,1872,2,29,1,w1
1591,2870,82,13,360,6,466,238,216,107,1779,2,29,1,w1
1592,3213,175,3,524,32,5864,221,240,156,2467,1,29,1,w1
1593,3103,75,5,234,4,4240,226,231,140,1463,1,22,1,w1
1594,2958,135,1,67,1,1209,221,238,153,2165,2,23,1,w1
1595,3092,347,3,0,0,3989,213,234,159,1187,1,22,1,w1
1596,3073,37,2,371,29,3279,219,234,151,499,1,29,1,w1
1597,3003,304,10,150,33,2422,192,235,183,939,2,29,1,w1
1598,2922,152,4,210,7,830,224,239,151,2133,2,23,1,w1
1599,3054,68,10,330,10,3150,231,220,121,459,1,29,1,w1
1600,3184,78,7,268,57,5234,229,228,132,2318,2,22,1,w1
1601,3122,23,19,402,56,3578,206,197,122,765,1,29,1,w1
1602,3034,154,9,150,23,3042,231,241,141,553,1,29,1,w1
1603,2877,96,17,182,0,437,245,214,92,1710,2,29,1,w1
1604,3048,18,5,150,26,2072,216,229,150,1423,1,29,1,w1
1605,3209,87,5,379,20,4939,227,232,140,2268,1,22,1,w1
1606,3210,63,1,400,29,5839,220,236,153,2268,2,22,1,w1
1607,2995,309,14,42,8,2659,182,230,188,934,2,23,1,w1
1608,3024,337,8,212,51,2489,203,229,165,1074,2,29,1,w1
1609,2920,91,14,30,5,924,241,217,102,2192,2,23,1,w1
1610,2910,150,5,30,1,808,227,240,147,2072,2,23,1,w1
1611,3190,258,6,256,28,5811,207,243,175,2147,2,23,1,w1
1612,3197,349,5,170,14,5383,211,232,159,2445,1,22,1,w1
1613,3177,52,3,424,2,5058,221,233,149,2234,1,19,1,w1
1614,3105,171,3,90,3,4447,221,240,155,1577,1,22,1,w1
1615,2794,81,18,30,9,247,242,204,86,1475,2,29,1,w1
1616,2745,66,31,0,0,134,233,163,39,1355,5,29,1,w1
1617,3210,243,3,474,29,5917,213,242,166,2192,2,22,1,w1
1618,3014,69,7,255,38,1672,228,226,131,1822,2,22,1,w1
1619,3294,69,17,540,8,4097,236,204,94,2610,1,40,1,w1
1620,3058,338,8,268,36,2121,204,229,165,1387,1,23,1,w1
1621,2995,63,12,30,7,2777,230,215,116,792,1,29,1,w1
1622,3190,258,6,268,18,5826,207,243,175,2037,2,23,1,w1
1623,3131,67,22,85,36,4703,236,189,74,1732,1,23,1,w1
1624,3166,344,3,0,0,5541,213,234,159,1921,2,23,1,w1
1625,3176,75,7,402,114,4028,228,228,133,914,2,29,1,w1
1626,3025,69,11,67,7,3375,232,218,116,360,1,29,1,w1
1627,3177,108,8,390,115,4045,235,231,128,902,2,29,1,w1
1628,3010,72,4,30,1,2861,224,232,144,659,1,29,1,w1
1629,3201,56,3,457,18,5461,222,232,146,2222,1,22,1,w1
1630,3061,281,11,390,79,2431,189,241,192,1055,1,29,1,w1
1631,2836,47,23,272,16,323,221,183,85,1471,2,29,1,w1
1632,3189,0,2,0,0,5106,216,235,156,1836,1,23,1,w1
1633,3048,306,8,295,56,2561,197,235,178,924,1,29,1,w1
1634,3211,352,13,362,116,5058,196,217,158,1958,1,29,1,w1
1635,3077,84,21,60,15,3899,245,199,73,569,2,29,1,w1
1636,3195,276,5,150,24,5819,207,241,173,1761,2,22,1,w1
1637,2992,54,11,150,3,1575,226,217,123,1956,2,30,1,w1
1638,3035,119,6,30,0,2049,231,235,137,1473,1,23,1,w1
1639,3056,120,17,255,2,3619,247,224,100,162,2,29,1,w1
1640,3040,301,15,85,17,2889,176,232,196,603,1,23,1,w1
1641,2952,0,5,30,0,1410,213,231,156,2161,1,29,1,w1
1642,3202,259,6,192,14,5931,206,244,176,1689,2,22,1,w1
1643,2958,329,13,60,5,1396,187,223,175,2190,1,29,1,w1
1644,2949,341,16,124,19,1103,186,215,167,2259,1,29,1,w1
1645,3226,292,14,534,131,5228,179,236,197,2023,1,22,1,w1
1646,3165,58,3,390,103,4245,222,233,147,840,2,29,1,w1
1647,3159,36,6,309,97,4175,220,226,142,750,2,29,1,w1
1648,3027,331,6,0,0,3021,206,233,165,480,1,23,1,w1
1649,3246,0,8,335,151,4943,209,226,155,1680,1,29,1,w1
1650,3032,317,9,30,5,3000,197,233,175,511,1,23,1,w1
1651,3032,88,5,85,0,1833,228,231,137,1740,1,30,1,w1
1652,3033,330,9,85,11,3181,199,229,170,335,1,23,1,w1
1653,3049,6,9,30,3,2125,210,223,151,1441,1,23,1,w1
1654,2927,58,16,560,36,591,230,203,101,1704,2,29,1,w1
1655,3162,145,10,201,16,4460,234,239,136,1027,1,29,1,w1
1656,3039,321,13,120,16,3227,186,227,180,323,1,23,1,w1
1657,3286,309,12,331,87,5189,187,232,185,1418,2,29,1,w1
1658,3189,17,10,85,2,5624,212,219,144,1442,2,19,1,w1
1659,3206,33,19,150,26,5530,213,196,112,1396,2,29,1,w1
1660,3093,150,13,258,37,4024,236,239,130,541,2,30,1,w1
1661,3095,81,9,30,4,2363,232,225,125,1243,1,30,1,w1
1662,3217,350,7,361,6,5492,208,229,159,1777,1,22,1,w1
1663,3153,142,8,108,7,4540,233,238,137,1071,1,29,1,w1
1664,3126,133,18,319,68,4176,246,228,103,693,2,30,1,w1
1665,3085,147,10,216,29,4002,234,239,136,524,1,29,1,w1
1666,3082,329,16,95,17,3026,180,219,178,579,1,23,1,w1
1667,3076,43,11,95,6,2234,222,215,126,1396,1,30,1,w1
1668,3099,51,9,0,0,2384,225,220,128,1253,1,29,1,w1
1669,3128,37,5,150,5,2591,220,229,146,1055,1,23,1,w1
1670,3221,156,3,67,0,5794,223,239,152,1651,1,22,1,w1
1671,3271,349,8,569,45,5292,205,226,160,1765,1,29,1,w1
1672,3032,14,11,417,64,1355,210,217,144,2419,2,29,1,w1
1673,2770,75,49,190,105,192,219,99,0,1401,5,30,1,w1
1674,3155,20,14,60,9,4737,209,210,135,1253,1,23,1,w1
1675,3065,58,12,324,66,1543,228,215,117,2249,2,29,1,w1
1676,3314,11,14,270,44,3739,204,210,141,1974,1,38,1,w1
1677,3216,22,7,30,4,4693,216,225,146,1315,1,23,1,w1
1678,3200,315,1,60,4,6013,215,237,160,1390,2,19,1,w1
1679,3202,236,7,120,6,6072,208,246,176,1423,2,19,1,w1
1680,2971,41,5,531,18,914,220,229,145,2048,2,29,1,w1
1681,3255,142,21,366,97,5142,245,230,102,1703,1,30,1,w1
1682,3192,81,21,212,29,4926,243,197,74,1442,1,30,1,w1
1683,3056,45,1,0,0,3947,219,235,153,553,1,19,1,w1
1684,3055,35,4,30,0,3890,219,231,148,516,1,23,1,w1
1685,2968,63,4,469,15,872,224,231,143,2014,2,29,1,w1
1686,3011,28,6,598,51,1243,218,228,146,2363,2,29,1,w1
1687,2979,47,9,510,20,993,223,221,132,2131,2,29,1,w1
1688,2923,48,20,300,39,458,223,193,96,1655,2,29,1,w1
1689,3139,15,5,218,4,2864,216,230,152,942,2,23,1,w1
1690,3054,308,10,85,12,3577,191,234,182,514,1,19,1,w1
1691,3117,45,11,234,0,2389,223,215,125,1443,1,29,1,w1
1692,3081,82,11,60,10,2066,235,220,115,1784,1,30,1,w1
1693,3232,56,13,180,19,5692,228,213,116,1115,2,22,1,w1
1694,3255,276,5,247,29,5675,207,241,173,1455,1,22,1,w1
1695,3257,261,5,277,31,5650,209,242,172,1463,1,22,1,w1
1696,3076,117,7,60,2,4355,232,234,135,924,1,29,1,w1
1697,3062,294,10,120,20,3558,191,238,187,547,1,23,1,w1
1698,3117,45,13,277,0,2376,223,210,119,1482,1,29,1,w1
1699,3009,27,14,488,32,1114,213,209,129,2255,2,29,1,w1
1700,3313,343,10,180,14,4185,200,225,163,1465,1,29,1,w1
1701,3243,294,8,150,20,4772,199,238,179,1100,2,29,1,w1
1702,3106,45,7,150,16,2200,222,225,138,1689,1,29,1,w1
1703,2977,37,9,242,24,778,220,220,135,1959,2,29,1,w1
1704,3302,74,12,270,76,4354,235,216,111,1316,1,29,1,w1
1705,3240,282,7,30,4,4648,201,241,179,1132,2,23,1,w1
1706,3214,191,1,170,9,6032,219,239,157,1350,2,22,1,w1
1707,3259,275,6,323,33,5660,205,241,176,1412,1,22,1,w1
1708,3079,88,7,503,61,1616,231,229,131,2365,2,29,1,w1
1709,3279,75,15,150,49,4460,237,212,103,1191,1,29,1,w1
1710,3271,77,14,120,38,4489,237,212,103,1172,1,29,1,w1
1711,3236,98,7,108,7,5673,231,231,132,1006,2,22,1,w1
1712,3221,45,4,0,0,5821,221,231,147,1082,1,22,1,w1
1713,3432,343,22,295,152,3690,170,200,165,1786,1,40,1,w1
1714,3265,113,5,201,26,5520,230,234,138,920,2,22,1,w1
1715,3039,9,6,564,59,1369,214,228,152,2513,2,29,1,w1
1716,3098,79,5,277,27,1900,226,231,139,2135,2,29,1,w1
1717,3019,61,11,319,39,1140,229,218,121,2310,2,29,1,w1
1718,3253,118,14,60,13,4532,243,227,111,1064,2,29,1,w1
1719,3226,275,6,270,2,5992,205,241,176,1206,1,22,1,w1
1720,3256,156,6,360,43,5724,228,241,147,1273,1,22,1,w1
1721,3168,345,27,216,99,4119,156,186,162,886,1,29,1,w1
1722,3156,265,6,391,25,3247,205,243,176,973,2,29,1,w1
1723,3107,313,9,108,11,2156,197,234,177,1947,1,29,1,w1
1724,2950,29,6,30,0,708,218,226,144,1978,2,29,1,w1
1725,3266,139,9,218,25,5351,234,238,135,735,2,29,1,w1
1726,3137,307,26,192,68,4280,139,214,211,1015,1,22,1,w1
1727,2993,106,14,85,16,1006,243,223,107,2228,2,29,1,w1
1728,3266,139,9,201,26,5317,234,238,135,700,2,29,1,w1
1729,3097,42,24,0,0,3872,215,179,86,878,1,30,1,w1
1730,3245,146,5,30,0,5523,228,239,145,738,2,38,1,w1
1731,2789,85,29,216,124,216,246,178,40,1745,2,30,1,w1
1732,3276,141,3,297,36,5102,224,238,150,636,2,29,1,w1
1733,3266,141,6,212,26,5221,230,238,142,631,2,29,1,w1
1734,3230,174,2,309,26,5474,220,240,156,1240,1,29,1,w1
1735,3173,18,10,342,40,2831,213,220,143,1445,1,29,1,w1
1736,2745,77,32,170,86,190,240,165,30,1766,5,30,1,w1
1737,3156,302,18,216,82,4446,168,229,200,1207,1,22,1,w1
1738,3287,18,7,210,44,4824,215,226,148,649,2,29,1,w1
1739,3225,202,5,242,24,5474,218,244,163,1182,1,29,1,w1
1740,3225,135,6,256,27,5417,229,237,142,1218,1,29,1,w1
1741,3252,130,12,67,12,5299,240,233,121,524,2,29,1,w1
1742,3212,202,4,108,3,5740,218,244,162,1020,1,23,1,w1
1743,3189,32,9,242,24,2926,218,221,139,1464,1,29,1,w1
1744,3187,23,8,247,26,2899,216,223,144,1485,1,29,1,w1
1745,3260,330,4,216,16,5713,210,235,163,703,1,22,1,w1
1746,2981,77,15,297,10,792,238,211,100,2197,2,29,1,w1
1747,3008,338,7,60,10,1053,205,230,164,2385,2,29,1,w1
1748,3203,187,6,42,2,5664,221,244,158,973,1,19,1,w1
1749,3128,311,14,85,1,3676,182,230,187,1194,1,23,1,w1
1750,3299,349,4,120,10,4690,213,233,158,600,2,29,1,w1
1751,3269,310,7,319,26,5768,200,235,175,700,1,22,1,w1
1752,3287,80,7,90,1,4867,230,228,131,446,2,29,1,w1
1753,3243,279,6,0,0,5407,203,241,177,408,2,38,1,w1
1754,3179,57,21,258,14,5204,229,190,83,1290,1,22,1,w1
1755,3115,71,19,124,5,4953,237,200,87,1273,1,29,1,w1
1756,3198,302,10,182,20,3355,191,235,184,1382,1,22,1,w1
1757,3014,52,11,201,16,994,226,217,124,2406,2,29,1,w1
1758,3210,34,9,120,5,5901,219,221,138,765,1,23,1,w1
1759,3207,9,6,108,5,5844,214,228,152,793,1,19,1,w1
1760,3228,275,17,446,85,4428,172,242,208,1271,2,29,1,w1
1761,2714,66,25,95,28,162,235,182,65,2045,5,30,1,w1
1762,3155,22,4,85,5,3676,217,230,150,1390,1,23,1,w1
1763,3254,106,16,256,136,4038,246,218,96,1381,1,29,1,w1
1764,2962,108,9,124,32,702,236,230,125,2321,2,29,1,w1
1765,3198,315,16,272,55,4615,175,225,190,1113,1,22,1,w1
1766,2956,108,21,85,26,684,250,211,79,2335,2,29,1,w1
1767,3264,293,6,85,14,5460,203,239,175,323,2,38,1,w1
1768,3263,119,6,323,11,6300,231,235,137,510,1,22,1,w1
1769,3156,303,17,60,13,4817,169,229,199,1052,1,22,1,w1
1770,3182,194,6,30,2,5377,219,245,161,1087,1,29,1,w1
1771,3286,346,4,371,21,5760,212,233,159,603,2,22,1,w1
1772,3174,54,7,42,4,5279,224,225,136,1075,1,29,1,w1
1773,3211,96,20,201,56,3985,248,207,79,1421,2,22,1,w1
1774,3198,35,8,134,20,2858,219,223,139,1998,1,23,1,w1
1775,3282,310,7,190,17,5580,201,235,174,421,2,38,1,w1
1776,3288,27,4,446,28,5970,218,230,149,534,1,22,1,w1
1777,3208,301,6,60,5,3408,204,238,172,1691,1,22,1,w1
1778,3181,0,9,0,0,5303,207,223,154,1020,1,22,1,w1
1779,3237,58,4,120,4,6089,223,230,143,458,1,23,1,w1
1780,3206,81,6,42,1,5672,229,229,134,793,1,22,1,w1
1781,3210,308,8,67,7,3461,197,235,178,1733,1,22,1,w1
1782,3223,23,8,30,1,3059,216,223,144,1956,1,22,1,w1
1783,3230,99,5,108,3,5989,228,233,140,509,1,23,1,w1
1784,3029,89,9,268,40,1116,234,225,122,2722,2,29,1,w1
1785,3295,333,2,450,32,5851,214,236,160,541,1,22,1,w1
1786,3238,75,13,430,89,4214,235,216,110,1188,2,29,1,w1
1787,3184,54,7,162,25,2356,224,225,136,2554,1,29,1,w1
1788,3156,84,19,67,17,2245,243,204,84,2647,1,29,1,w1
1789,3263,117,4,127,5,6272,227,236,143,272,1,22,1,w1
1790,3224,132,6,60,0,5956,230,237,140,516,1,23,1,w1
1791,3185,287,9,85,0,3663,196,240,183,1678,1,22,1,w1
1792,3210,309,16,30,5,3555,175,228,193,1784,1,22,1,w1
1793,3258,249,6,537,28,4508,207,244,175,949,2,29,1,w1
1794,3236,18,12,42,10,2952,210,214,139,2160,1,22,1,w1
1795,3261,217,9,457,31,4482,210,249,175,937,2,29,1,w1
1796,3258,351,11,242,36,3274,201,222,159,2028,1,29,1,w1
1797,3311,71,25,120,28,5197,238,182,0,242,1,39,1,w1
1798,3286,50,7,247,23,6036,224,224,135,309,1,22,1,w1
1799,2712,148,20,182,39,1121,242,234,112,1648,2,4,3,w3
1800,3197,333,8,0,0,3757,202,230,167,1584,1,23,1,w1
1801,3269,10,11,277,45,3274,209,219,147,2087,1,29,1,w1
1802,3261,13,9,216,36,3166,211,221,146,2156,1,29,1,w1
1803,3219,45,14,0,0,2764,223,208,116,2405,1,22,1,w1
1804,3221,332,5,108,8,5675,209,234,163,819,1,22,1,w1
1805,2617,152,15,90,6,764,237,239,128,1471,5,20,3,w3
1806,3273,7,8,212,40,3031,211,225,151,2313,1,29,1,w1
1807,3252,58,12,150,33,2881,228,214,117,2400,1,29,1,w1
1808,3034,133,9,134,31,1080,234,236,133,2707,2,29,1,w1
1809,3000,62,4,153,16,721,223,232,145,2598,2,29,1,w1
1810,3211,358,7,90,13,3904,210,227,156,1443,1,22,1,w1
1811,3211,348,8,90,7,3878,205,227,160,1471,1,22,1,w1
1812,2603,32,14,0,0,774,216,208,125,1570,1,33,3,w3
1813,2593,21,20,30,7,726,203,195,123,1563,1,33,3,w3
1814,3283,284,9,212,65,3450,195,241,185,1892,1,29,1,w1
1815,3223,352,7,0,0,5862,208,229,158,693,1,23,1,w1
1816,3238,10,9,182,29,5380,210,221,148,525,1,22,1,w1
